Gene stable ID	Gene stable ID version	Mouse gene name	Gene name
ENSDARG00000087162	ENSDARG00000087162.4	Tmem102	tmem102
ENSDARG00000088900	ENSDARG00000088900.4		si:dkey-21o19.2
ENSDARG00000087749	ENSDARG00000087749.4	Ccser2	ccser2a
ENSDARG00000052094	ENSDARG00000052094.9	Notch1	notch1b
ENSDARG00000019332	ENSDARG00000019332.10	Ndufb4	ndufb4
ENSDARG00000060027	ENSDARG00000060027.9	Nom1	nom1
ENSDARG00000102641	ENSDARG00000102641.2		CR925761.3
ENSDARG00000092806	ENSDARG00000092806.4	Mfap4	si:ch1073-110a20.2
ENSDARG00000060917	ENSDARG00000060917.8	Anln	anln
ENSDARG00000007663	ENSDARG00000007663.9	Amph	amph
ENSDARG00000045827	ENSDARG00000045827.8		lyrm5b
ENSDARG00000077584	ENSDARG00000077584.4		cln6a
ENSDARG00000092472	ENSDARG00000092472.3		AL953896.1
ENSDARG00000045543	ENSDARG00000045543.5	Atp6v1f	atp6v1f
ENSDARG00000101018	ENSDARG00000101018.2	Ptdss2	ptdss2
ENSDARG00000023546	ENSDARG00000023546.9	Kcnn1	kcnn1b
ENSDARG00000057481	ENSDARG00000057481.6	Rnf157	RNF157
ENSDARG00000094678	ENSDARG00000094678.3	Tnks1bp1	si:dkey-9i23.6
ENSDARG00000070475	ENSDARG00000070475.5	Khdrbs1	khdrbs1b
ENSDARG00000091890	ENSDARG00000091890.2		si:dkeyp-67e1.3
ENSDARG00000079751	ENSDARG00000079751.6	Megf8	megf8
ENSDARG00000053217	ENSDARG00000053217.6	Cox7a2	cox7a2a
ENSDARG00000078481	ENSDARG00000078481.5	Ogfod3	uts2r2
ENSDARG00000052656	ENSDARG00000052656.6	Klra2	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra3	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra17	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra7	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra4	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra8	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra10	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra6	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra5	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klra9	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec5a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec12a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Olr1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2l	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2m	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec1a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrh1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec1b	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2h	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2d	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2i	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2e	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2g	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrg2	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec9a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klri1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klri2	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrd1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klre1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec2f	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Gm44511	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrb1c	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrb1a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrb1f	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrb1b	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrb1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Cd69	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec7a	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrc3	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrc1	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Klrc2	si:ch211-193e13.5
ENSDARG00000052656	ENSDARG00000052656.6	Clec12b	si:ch211-193e13.5
ENSDARG00000074565	ENSDARG00000074565.5	Pusl1	pusl1
ENSDARG00000045877	ENSDARG00000045877.5	Ube2n	ube2nb
ENSDARG00000077419	ENSDARG00000077419.6	Nectin4	nectin4a
ENSDARG00000001910	ENSDARG00000001910.13		rorab
ENSDARG00000099556	ENSDARG00000099556.2		CU929079.1
ENSDARG00000052633	ENSDARG00000052633.8		si:ch211-106n13.3
ENSDARG00000060002	ENSDARG00000060002.9	Ogg1	ogg1
ENSDARG00000035861	ENSDARG00000035861.7		si:rp71-39b20.4
ENSDARG00000032639	ENSDARG00000032639.6	Cd36	cd36
ENSDARG00000097526	ENSDARG00000097526.3		CU466287.3
ENSDARG00000014572	ENSDARG00000014572.7	Chpt1	chpt1
ENSDARG00000010701	ENSDARG00000010701.8		crygs4
ENSDARG00000097072	ENSDARG00000097072.2		AL954322.2
ENSDARG00000021048	ENSDARG00000021048.7	Clptm1l	clptm1l
ENSDARG00000104852	ENSDARG00000104852.2		si:ch211-142b24.8
ENSDARG00000079908	ENSDARG00000079908.5	Tmem151a	tmem151a
ENSDARG00000032997	ENSDARG00000032997.7	Rnf185	rnf185
ENSDARG00000089441	ENSDARG00000089441.4		si:ch211-105c13.3
ENSDARG00000095686	ENSDARG00000095686.2		BX571694.1
ENSDARG00000071462	ENSDARG00000071462.6	Lama3	lama3
ENSDARG00000101883	ENSDARG00000101883.3		zgc:172128
ENSDARG00000009313	ENSDARG00000009313.7	Napsa	napsa
ENSDARG00000096489	ENSDARG00000096489.2		BX248324.1
ENSDARG00000105810	ENSDARG00000105810.2		FP074874.3
ENSDARG00000074323	ENSDARG00000074323.5		efcab2
ENSDARG00000063097	ENSDARG00000063097.7	Scube1	scube1
ENSDARG00000019874	ENSDARG00000019874.10	Hsph1	hsph1
ENSDARG00000028748	ENSDARG00000028748.7	Tm9sf3	tm9sf3
ENSDARG00000096894	ENSDARG00000096894.2		CU628002.1
ENSDARG00000002571	ENSDARG00000002571.11	Tmod3	tmod2
ENSDARG00000100118	ENSDARG00000100118.2		CR925761.2
ENSDARG00000012409	ENSDARG00000012409.11	Rnf207	rnf207b
ENSDARG00000060309	ENSDARG00000060309.7	Srgap3	srgap3
ENSDARG00000090851	ENSDARG00000090851.5		ciita
ENSDARG00000026902	ENSDARG00000026902.8	Cryzl1	cryzl1
ENSDARG00000103293	ENSDARG00000103293.2		CR931813.1
ENSDARG00000098274	ENSDARG00000098274.2		si:dkeyp-13d12.16
ENSDARG00000055357	ENSDARG00000055357.4	Leo1	leo1
ENSDARG00000018105	ENSDARG00000018105.12	Casq1	casq1b
ENSDARG00000077654	ENSDARG00000077654.6	Grm8	grm8a
ENSDARG00000105382	ENSDARG00000105382.2		hist1h4l
ENSDARG00000079637	ENSDARG00000079637.5	Alpk2	alpk2
ENSDARG00000061006	ENSDARG00000061006.6	Cyb5d2	cyb5d2
ENSDARG00000044528	ENSDARG00000044528.7	Slc15a1	slc15a1b
ENSDARG00000093015	ENSDARG00000093015.2		si:ch211-174j14.2
ENSDARG00000077339	ENSDARG00000077339.5	Ptrh2	ptrh2
ENSDARG00000002760	ENSDARG00000002760.5	Gdf5	gdf5
ENSDARG00000110696	ENSDARG00000110696.1		AL590152.1
ENSDARG00000103819	ENSDARG00000103819.3		CU459186.4
ENSDARG00000036414	ENSDARG00000036414.8	Irs3	si:ch73-335l21.1
ENSDARG00000027403	ENSDARG00000027403.8	Zgpat	zgpat
ENSDARG00000042428	ENSDARG00000042428.7		gstt1a
ENSDARG00000053820	ENSDARG00000053820.4	Pcmtd2	pcmtd2a
ENSDARG00000105351	ENSDARG00000105351.2		si:ch211-113d11.6
ENSDARG00000105494	ENSDARG00000105494.2		si:ch211-113d11.8
ENSDARG00000077874	ENSDARG00000077874.7		vwa10.1
ENSDARG00000036855	ENSDARG00000036855.6	Zkscan6	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp770	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Plagl2	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Scand1	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Peg3	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp174	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp444	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp202	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zkscan2	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zscan5b	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zkscan17	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp110	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp369	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp446	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zfp641	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zscan29	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Zscan18	plagx
ENSDARG00000036855	ENSDARG00000036855.6	Plagl1	plagx
ENSDARG00000086301	ENSDARG00000086301.4	Cd22	si:dkey-27j5.6
ENSDARG00000043624	ENSDARG00000043624.7	Slc66a1	slc66a1
ENSDARG00000031372	ENSDARG00000031372.8	Efna2	efna2a
ENSDARG00000096897	ENSDARG00000096897.2		si:dkey-90a13.10
ENSDARG00000097205	ENSDARG00000097205.2	Ulk2	ulk2
ENSDARG00000007751	ENSDARG00000007751.9		lmnl3
ENSDARG00000010432	ENSDARG00000010432.5	Eaf2	eaf2
ENSDARG00000096939	ENSDARG00000096939.2		CU207354.1
ENSDARG00000103508	ENSDARG00000103508.2		AL953910.1
ENSDARG00000010381	ENSDARG00000010381.10	Rnf2	rnf2
ENSDARG00000068714	ENSDARG00000068714.9	Ksr1	ksr1a
ENSDARG00000044183	ENSDARG00000044183.6	Prkab1	prkab1a
ENSDARG00000076473	ENSDARG00000076473.5	Trim37	trim37
ENSDARG00000087196	ENSDARG00000087196.5	Fibin	fibinb
ENSDARG00000088911	ENSDARG00000088911.3	Cbln3	cbln17
ENSDARG00000067777	ENSDARG00000067777.4		zgc:158640
ENSDARG00000094202	ENSDARG00000094202.2		CT583646.2
ENSDARG00000021480	ENSDARG00000021480.10	Olfml2b	olfml2bb
ENSDARG00000062449	ENSDARG00000062449.6	Xpr1	xpr1a
ENSDARG00000096716	ENSDARG00000096716.2		hmx3b
ENSDARG00000058794	ENSDARG00000058794.8		si:dkey-19a16.2
ENSDARG00000096277	ENSDARG00000096277.2		CR786578.1
ENSDARG00000055502	ENSDARG00000055502.8	Cic	cicb
ENSDARG00000099476	ENSDARG00000099476.2		zgc:174863
ENSDARG00000098571	ENSDARG00000098571.2		FP016142.2
ENSDARG00000074708	ENSDARG00000074708.4	Armc3	armc3
ENSDARG00000097194	ENSDARG00000097194.2		FP236850.1
ENSDARG00000069388	ENSDARG00000069388.6		tmem88b
ENSDARG00000056907	ENSDARG00000056907.6		si:rp71-45g20.10
ENSDARG00000099982	ENSDARG00000099982.2		ccl39.7
ENSDARG00000004306	ENSDARG00000004306.10	Klhl18	klhl18
ENSDARG00000096670	ENSDARG00000096670.2	Cd22	si:ch211-1f22.16
ENSDARG00000008407	ENSDARG00000008407.9	Tspan7	tspan7b
ENSDARG00000092913	ENSDARG00000092913.2		BX547930.1
ENSDARG00000035253	ENSDARG00000035253.9	Npr3	npr3
ENSDARG00000043542	ENSDARG00000043542.8	Zpr1	zpr1
ENSDARG00000011188	ENSDARG00000011188.11	Acvr2a	acvr2aa
ENSDARG00000063354	ENSDARG00000063354.6	Abtb1	abtb1
ENSDARG00000060320	ENSDARG00000060320.8	Dcaf5	dcaf5
ENSDARG00000056985	ENSDARG00000056985.4	Tpte	tpte
ENSDARG00000036754	ENSDARG00000036754.8		hmgn3
ENSDARG00000097330	ENSDARG00000097330.2		CR759826.1
ENSDARG00000104125	ENSDARG00000104125.2	Ttc6	ttc6
ENSDARG00000078738	ENSDARG00000078738.5	Nampt	si:dkey-145c18.3
ENSDARG00000007807	ENSDARG00000007807.9	Cyth3	cyth3a
ENSDARG00000102329	ENSDARG00000102329.3		or106-11
ENSDARG00000068011	ENSDARG00000068011.7		si:ch211-230g14.3
ENSDARG00000104922	ENSDARG00000104922.2	Sstr1	sstr1a
ENSDARG00000090753	ENSDARG00000090753.4	Heatr4	si:dkey-13p1.3
ENSDARG00000075915	ENSDARG00000075915.5		si:ch73-70k4.1
ENSDARG00000101318	ENSDARG00000101318.2	Pcdhac2	pcdh2ab9
ENSDARG00000100587	ENSDARG00000100587.2		zgc:113886
ENSDARG00000029473	ENSDARG00000029473.7	Gstm5	gstm.2
ENSDARG00000109726	ENSDARG00000109726.1	Plcb1	PLCB1
ENSDARG00000071671	ENSDARG00000071671.5	Nudt22	nudt22
ENSDARG00000101588	ENSDARG00000101588.3		or109-13
ENSDARG00000104012	ENSDARG00000104012.2		BX323041.1
ENSDARG00000060994	ENSDARG00000060994.7	Fbxw7	fbxw7
ENSDARG00000057027	ENSDARG00000057027.5	Rtn2	rtn2b
ENSDARG00000088507	ENSDARG00000088507.4		znf982
ENSDARG00000103866	ENSDARG00000103866.2		nitr3r.1l
ENSDARG00000100771	ENSDARG00000100771.2		si:ch211-160d14.15
ENSDARG00000098827	ENSDARG00000098827.2		CT573793.1
ENSDARG00000002385	ENSDARG00000002385.10	Atm	atm
ENSDARG00000028163	ENSDARG00000028163.12	Prg4	prg4b
ENSDARG00000094016	ENSDARG00000094016.3		si:ch211-130h14.4
ENSDARG00000115564	ENSDARG00000115564.1		si:ch211-271g18.4
ENSDARG00000096508	ENSDARG00000096508.2		BX322618.1
ENSDARG00000103623	ENSDARG00000103623.2		npy7r
ENSDARG00000100426	ENSDARG00000100426.2	Fam167b	fam167b
ENSDARG00000061095	ENSDARG00000061095.6	Stk36	stk36
ENSDARG00000013582	ENSDARG00000013582.9	Csnk2a2	csnk2a2b
ENSDARG00000011141	ENSDARG00000011141.8	Dpysl5	dpysl5a
ENSDARG00000012763	ENSDARG00000012763.11	Arl13b	arl13b
ENSDARG00000039915	ENSDARG00000039915.3	Bola1	bola1
ENSDARG00000042799	ENSDARG00000042799.7	Atpaf1	atpaf1
ENSDARG00000098667	ENSDARG00000098667.2	Grin3b	grin3bb
ENSDARG00000044619	ENSDARG00000044619.8	Birc2	birc2
ENSDARG00000044619	ENSDARG00000044619.8	Birc3	birc2
ENSDARG00000022807	ENSDARG00000022807.9		pitpnc1b
ENSDARG00000115799	ENSDARG00000115799.1		hist1h4l
ENSDARG00000059939	ENSDARG00000059939.8	Dab1	dab1a
ENSDARG00000028475	ENSDARG00000028475.8	Lin9	lin9
ENSDARG00000059705	ENSDARG00000059705.7	Vwa5b1	vwa5b1
ENSDARG00000053505	ENSDARG00000053505.6	Fbxo22	fbxo22
ENSDARG00000104938	ENSDARG00000104938.3	Ftsj3	ftsj3
ENSDARG00000071906	ENSDARG00000071906.7	Sec24b	sec24b
ENSDARG00000007959	ENSDARG00000007959.9	Hibadh	hibadhb
ENSDARG00000093648	ENSDARG00000093648.2		CR513785.1
ENSDARG00000069289	ENSDARG00000069289.6	Gabpa	gabpa
ENSDARG00000087277	ENSDARG00000087277.5		selenoj
ENSDARG00000016048	ENSDARG00000016048.10	Gpat3	gpat3
ENSDARG00000096959	ENSDARG00000096959.3		si:dkey-29h14.10
ENSDARG00000005828	ENSDARG00000005828.7	Faiml	faima
ENSDARG00000005828	ENSDARG00000005828.7	Faim	faima
ENSDARG00000017474	ENSDARG00000017474.7		zgc:110699
ENSDARG00000058128	ENSDARG00000058128.7	Msn	msna
ENSDARG00000031885	ENSDARG00000031885.7		psmb12
ENSDARG00000114334	ENSDARG00000114334.1		
ENSDARG00000094108	ENSDARG00000094108.2		BX571827.1
ENSDARG00000045017	ENSDARG00000045017.9	Pdrg1	pdrg1
ENSDARG00000012366	ENSDARG00000012366.7	Fbp2	fbp2
ENSDARG00000115344	ENSDARG00000115344.1		BX908796.5
ENSDARG00000024877	ENSDARG00000024877.9	Ptgr1	ptgr1
ENSDARG00000006546	ENSDARG00000006546.9	Ak4	ak4
ENSDARG00000069246	ENSDARG00000069246.5		rxfp3.3a3
ENSDARG00000100719	ENSDARG00000100719.2	Urah	uraha
ENSDARG00000116197	ENSDARG00000116197.1		si:dkeyp-4c4.2
ENSDARG00000104230	ENSDARG00000104230.2	Sec23a	sec23a
ENSDARG00000070873	ENSDARG00000070873.5		ccl25b
ENSDARG00000116713	ENSDARG00000116713.1		si:ch73-265d7.2
ENSDARG00000070280	ENSDARG00000070280.3		hist1h2a3
ENSDARG00000102689	ENSDARG00000102689.2		BX663516.2
ENSDARG00000094486	ENSDARG00000094486.2	Cebpz	si:ch1073-412h12.3
ENSDARG00000087206	ENSDARG00000087206.4	Cct2	cct2
ENSDARG00000095159	ENSDARG00000095159.2		BX649500.1
ENSDARG00000024522	ENSDARG00000024522.7		prf1.6
ENSDARG00000102124	ENSDARG00000102124.2		BX000696.1
ENSDARG00000042947	ENSDARG00000042947.5		mstna
ENSDARG00000063563	ENSDARG00000063563.8	Creb3l2	creb3l2
ENSDARG00000096815	ENSDARG00000096815.2		BX901968.1
ENSDARG00000094253	ENSDARG00000094253.3	Gm34653	B3GALT9
ENSDARG00000060148	ENSDARG00000060148.7	Sh3pxd2a	sh3pxd2aa
ENSDARG00000116269	ENSDARG00000116269.1		traj57
ENSDARG00000074179	ENSDARG00000074179.5	Calhm2	calhm2.2
ENSDARG00000037654	ENSDARG00000037654.5	Pmm2	pmm2
ENSDARG00000113034	ENSDARG00000113034.1		BX681417.9
ENSDARG00000068199	ENSDARG00000068199.6	Pld3	pld3
ENSDARG00000016396	ENSDARG00000016396.9	Fam219a	fam219aa
ENSDARG00000043973	ENSDARG00000043973.6	Zfp292	znf292b
ENSDARG00000022550	ENSDARG00000022550.6	Gxylt1	gxylt1b
ENSDARG00000092272	ENSDARG00000092272.4		BX511161.1
ENSDARG00000079382	ENSDARG00000079382.4	Hdx	hdx
ENSDARG00000102525	ENSDARG00000102525.2	Blk	lck
ENSDARG00000097506	ENSDARG00000097506.2		BX571780.1
ENSDARG00000062052	ENSDARG00000062052.9	Casp2	casp2
ENSDARG00000089852	ENSDARG00000089852.6		si:dkey-51d8.1
ENSDARG00000039034	ENSDARG00000039034.7		marcksl1a
ENSDARG00000011042	ENSDARG00000011042.8	Pgbd5	pgbd5
ENSDARG00000019579	ENSDARG00000019579.12	Ldb2	ldb2a
ENSDARG00000035663	ENSDARG00000035663.9		zgc:103438
ENSDARG00000070812	ENSDARG00000070812.5		si:ch211-156l18.6
ENSDARG00000012610	ENSDARG00000012610.10	Sag	saga
ENSDARG00000104103	ENSDARG00000104103.2	Rps6kc1	rps6kc1
ENSDARG00000019782	ENSDARG00000019782.10	Impg2	impg2a
ENSDARG00000100711	ENSDARG00000100711.2		CR855206.2
ENSDARG00000075008	ENSDARG00000075008.7	Pask	pask
ENSDARG00000006413	ENSDARG00000006413.8	Rpl38	rpl38
ENSDARG00000018002	ENSDARG00000018002.10	Eci1	eci1
ENSDARG00000037067	ENSDARG00000037067.9	Dnajc22	dnajc22
ENSDARG00000007795	ENSDARG00000007795.10	Cst10	cst3
ENSDARG00000007795	ENSDARG00000007795.10	Cst3	cst3
ENSDARG00000014634	ENSDARG00000014634.10	Mbtps1	mbtps1
ENSDARG00000100567	ENSDARG00000100567.2		CR318647.1
ENSDARG00000091821	ENSDARG00000091821.4		smc6
ENSDARG00000116587	ENSDARG00000116587.1		znf980
ENSDARG00000077573	ENSDARG00000077573.5	Tmprss13	tmprss13b
ENSDARG00000044179	ENSDARG00000044179.9	Rbms2	rbms2a
ENSDARG00000102765	ENSDARG00000102765.2	Lonp1	lonp1
ENSDARG00000074226	ENSDARG00000074226.4	Tmem219	zgc:158398
ENSDARG00000098415	ENSDARG00000098415.2		CT956093.1
ENSDARG00000111494	ENSDARG00000111494.1		hist1h4l
ENSDARG00000078473	ENSDARG00000078473.4	Nucks1	nucks1a
ENSDARG00000086184	ENSDARG00000086184.5	Fbxo48	FBXO48
ENSDARG00000098729	ENSDARG00000098729.2		si:dkey-108k24.2
ENSDARG00000068874	ENSDARG00000068874.7	Ptchd3	PTCHD3
ENSDARG00000039850	ENSDARG00000039850.8	Dusp22	dusp22b
ENSDARG00000105487	ENSDARG00000105487.2		CABZ01061349.1
ENSDARG00000103826	ENSDARG00000103826.2	Gpi1	gpib
ENSDARG00000010831	ENSDARG00000010831.8	Churc1	churc1
ENSDARG00000095801	ENSDARG00000095801.2		BX649485.2
ENSDARG00000054799	ENSDARG00000054799.10	Rfc1	rfc1
ENSDARG00000027222	ENSDARG00000027222.9	Adgrg3	adgrg1
ENSDARG00000102669	ENSDARG00000102669.3		or129-1
ENSDARG00000006791	ENSDARG00000006791.11	Arntl	arntl1a
ENSDARG00000092510	ENSDARG00000092510.3		CR405715.1
ENSDARG00000077248	ENSDARG00000077248.4		zgc:171459
ENSDARG00000098123	ENSDARG00000098123.2	Gng12	GNG12
ENSDARG00000012368	ENSDARG00000012368.13	Ttc21b	ttc21b
ENSDARG00000104558	ENSDARG00000104558.2	Ulk4	BX511115.1
ENSDARG00000052118	ENSDARG00000052118.5	Adamtsl5	adamtsl5
ENSDARG00000091888	ENSDARG00000091888.2		si:dkeyp-69c1.9
ENSDARG00000079980	ENSDARG00000079980.5		si:ch211-202h22.9
ENSDARG00000004866	ENSDARG00000004866.10	Mindy1	mindy1
ENSDARG00000039007	ENSDARG00000039007.11	Eno3	eno3
ENSDARG00000100780	ENSDARG00000100780.3		slco1e1
ENSDARG00000097105	ENSDARG00000097105.2	Pzp	si:dkey-52d15.2
ENSDARG00000097105	ENSDARG00000097105.2	A2ml1	si:dkey-52d15.2
ENSDARG00000097105	ENSDARG00000097105.2	Mug2	si:dkey-52d15.2
ENSDARG00000097105	ENSDARG00000097105.2	Mug1	si:dkey-52d15.2
ENSDARG00000097105	ENSDARG00000097105.2	Gm7298	si:dkey-52d15.2
ENSDARG00000115763	ENSDARG00000115763.1		olfcq15
ENSDARG00000101569	ENSDARG00000101569.2	Ppargc1b	ppargc1b
ENSDARG00000105427	ENSDARG00000105427.2		si:dkey-187j14.8
ENSDARG00000027599	ENSDARG00000027599.9	Fam221a	fam221a
ENSDARG00000095102	ENSDARG00000095102.3		si:ch211-132g1.4
ENSDARG00000043026	ENSDARG00000043026.7		ttbk2b
ENSDARG00000097461	ENSDARG00000097461.2		BX957326.4
ENSDARG00000098440	ENSDARG00000098440.2		si:ch211-62a1.4
ENSDARG00000096064	ENSDARG00000096064.2		si:dkeyp-100h4.4
ENSDARG00000012388	ENSDARG00000012388.8		cox4i1l
ENSDARG00000074507	ENSDARG00000074507.5	Rmdn1	rmdn1
ENSDARG00000024295	ENSDARG00000024295.8	Slc11a2	slc11a2
ENSDARG00000097778	ENSDARG00000097778.2		CR385053.2
ENSDARG00000092517	ENSDARG00000092517.3	Gpsm1	gpsm1a
ENSDARG00000091090	ENSDARG00000091090.4	Xirp2	xirp2b
ENSDARG00000007125	ENSDARG00000007125.11	Asb6	asb6
ENSDARG00000103692	ENSDARG00000103692.2	P4ha3	p4ha3
ENSDARG00000016454	ENSDARG00000016454.10	Esr2	esr2a
ENSDARG00000101425	ENSDARG00000101425.2		si:dkey-1b17.5
ENSDARG00000061351	ENSDARG00000061351.6	Tfpi2	tfpi2
ENSDARG00000011533	ENSDARG00000011533.11	Sema6d	sema6dl
ENSDARG00000096190	ENSDARG00000096190.2		CR381664.1
ENSDARG00000113205	ENSDARG00000113205.1		zgc:163040
ENSDARG00000004871	ENSDARG00000004871.10	Mst1r	mst1rb
ENSDARG00000057679	ENSDARG00000057679.6	Sh2b1	sh2b1
ENSDARG00000056367	ENSDARG00000056367.4	Mpv17l2	mpv17l2
ENSDARG00000088091	ENSDARG00000088091.4	Pfn1	pfn1
ENSDARG00000055570	ENSDARG00000055570.6	Gpr61	gpr61
ENSDARG00000074667	ENSDARG00000074667.5	Akt1s1	akt1s1
ENSDARG00000074720	ENSDARG00000074720.4		si:ch211-51h9.7
ENSDARG00000004472	ENSDARG00000004472.9	Atat1	atat1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp92	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	E430018J23Rik	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp764	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp160	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp689	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp553	znf576.1
ENSDARG00000097819	ENSDARG00000097819.4	Zfp688	znf576.1
ENSDARG00000086679	ENSDARG00000086679.4		si:ch211-197l9.5
ENSDARG00000075707	ENSDARG00000075707.6	Nid2	nid2a
ENSDARG00000099607	ENSDARG00000099607.2		si:ch73-160p18.4
ENSDARG00000009764	ENSDARG00000009764.10		srek1
ENSDARG00000096867	ENSDARG00000096867.3	Clmn	clmn
ENSDARG00000025535	ENSDARG00000025535.10	Clint1	clint1a
ENSDARG00000061889	ENSDARG00000061889.4	Ppcs	ppcs
ENSDARG00000070012	ENSDARG00000070012.5	Sesn2	sesn2
ENSDARG00000095747	ENSDARG00000095747.2	Cxcl9	cxcl11.8
ENSDARG00000096658	ENSDARG00000096658.2		si:dkey-4p15.4
ENSDARG00000054696	ENSDARG00000054696.5	Psmb4	psmb4
ENSDARG00000032465	ENSDARG00000032465.7		slc1a8b
ENSDARG00000093333	ENSDARG00000093333.2		si:dkey-38n4.2
ENSDARG00000097084	ENSDARG00000097084.2		si:zfos-1714f5.4
ENSDARG00000094688	ENSDARG00000094688.2		BX005414.1
ENSDARG00000102435	ENSDARG00000102435.2	Plekhf1	plekhf1
ENSDARG00000031533	ENSDARG00000031533.10	Ap5m1	ap5m1
ENSDARG00000099215	ENSDARG00000099215.2		CR318603.1
ENSDARG00000091085	ENSDARG00000091085.3		lepa
ENSDARG00000011926	ENSDARG00000011926.9	Tpgs2	tpgs2
ENSDARG00000068288	ENSDARG00000068288.6	Lamc1	lamc2
ENSDARG00000022952	ENSDARG00000022952.6		zgc:66448
ENSDARG00000086411	ENSDARG00000086411.3	Srsf10	srsf10b
ENSDARG00000102820	ENSDARG00000102820.2	Cib2	cib2
ENSDARG00000021808	ENSDARG00000021808.9	Nmt2	nmt2
ENSDARG00000096163	ENSDARG00000096163.2		BX664605.1
ENSDARG00000010281	ENSDARG00000010281.10	Xpo4	xpo4
ENSDARG00000094009	ENSDARG00000094009.2		CR388373.1
